labels,text
positive,最新 手机 品牌 价钱 贵
negative,太笨 太蠢 缺点 太 多 迟钝 傻 逼 气死人
positive,难道 还有 学习 长 好看 能力
positive,汕头 老乡 美女 们 可以 来 找 哦 好 想 认识 家乡 人
positive,一心 用 完
positive,诚实 世界 就 没 老实人
positive,涵涵 美女 能加个 好友
positive,结婚 快乐 就 好看
negative,换 新词 过时
positive,管理 别 同意
negative,可怜 可怜 吧 给 一点 钱
positive,为 而 高兴
positive,聪明人 这是 口头禅 地球 人 都 知 还 未 知晓
positive,大佬 皇后 好看
positive,现在 那种 分 可以 上 上将
negative,晕死 能聊 色情 东东 不
positive,怎么样 读书 才 有效率 呢
positive,有意思 真想 给 干番
negative,现在 许多 人 都 不 文明
positive,闷 文明 那
positive,万 悄悄 哈
positive,漂亮 姐姐 先脱 一件 吧
negative,肉麻 就 说不出口
negative,你好 很 无聊 耶
positive,男朋友 会 幸福
positive,爱我吗 老 喜欢 你长 什么 样子
positive,个 吉祥 数字
positive,什么 职位 自由
positive,发现 点错 美女
positive,这个 名字 很 个性
positive,娱乐 为 尘 般配 不
negative,妈 妈妈 哪里
negative,自作多情 有病 傻 逼 谁 爱 跟 聊得 很
positive,快 看 美女 哎
positive,哈哈 真有 眼光
negative,那 不 好好 群里 工作
positive,说 女孩子 喜欢 什么样 男孩
negative,发饿 也 不行
positive,虫虫 伱 喜欢 那里
positive,妈妈 长得 比 好看 多
positive,今天 做 饭 可 好吃
negative,说 人 觉得 无 语
negative,那 不行 不好意思
negative,朦胧 梦幻 着 美
positive,也 想 多姿多彩 吖 可是 我要 上班 没 时间 哎
negative,被 打入 十八层 地狱 懂吗
positive,很 准时 都 点来
positive,什么 歌 好听 最近
positive,小新 给 介绍 个 女朋友 好 不
negative,玲妹 注定 孤独 一生
positive,也 觉 好 深奥
positive,真 希望 大家 能 考个 好 成绩
negative,这么 没 礼貌 爸妈 知道
negative,对 别人 没心没肺 胃 也 没
negative,对 他们 问 为什么 无视 他们
positive,可以 再 完善 一下 永别
positive,问 个 问 魔 宫里 谁 最 漂亮
negative,无 聊天 内容 不要 发
positive,听 最新 虞姬
positive,小金 机器人 不错
negative,确实 有蛮 无语
negative,连 这么 复杂 问题 都 会
negative,为什么 一键 锁屏 出现异常 而 退出
positive,自己 去 人道 毁灭 去
positive,第一 美女 小染
positive,说 怎么 关心
negative,曾经沧海 难为 水 除却 巫山 不是 云 取次 花丛 懒 回顾
negative,那么 忧伤 还 说 爱
negative,亲爱 心情 不好 早点 去 睡觉
positive,怎样 称赞 别人 而 不会 人 反感
positive,喜欢 超群
positive,讲 一个 绿色 小
positive,明白 有些 东西 永远 得不到 即便 如何 努力
negative,跟 你们 说 桃花 团 馨 儿长 特 难看
negative,疯疯癫癫 女人 才 可爱 您 积分 过少 请 多 参与 群 活动
positive,哦 同意 吧
positive,我要 有趣 个性 签名
negative,冰旋 有 这么 好 的 东西 不 早 贡献 出来
negative,那个 群 平时 很 无聊
negative,保安 不 好好 工作 哟 不 工作 就 开除 哟
positive,镜中 欢迎 回来
negative,我要 告诉 老板 骗人
negative,去死吧 我哥 最好
positive,嗯 对 温馨 提示 烟火 机器人 宝宝
negative,心情 不 理想
negative,不行 还 得 上班
negative,成绩 不好 又 要 开 家长会 怎么办
negative,颜儿 傻 可爱
negative,哈哈 落后 因为 还 用
positive,发现 一个 好玩 东西 快加
positive,交个 朋友 吧 跟 大度
positive,欣赏 那么 去 咯
negative,居然 还是 这个 你们 无聊 不
negative,高价 回收 大姑娘 小媳妇 二手 老娘 们
positive,被 踢 提醒 默认
positive,机器人 喜欢 黑丝 还是 喜欢 肉丝
negative,燕说 爱哭 女人 废物
positive,想 认识 个 美女
negative,有病 就 早点 休息
positive,中国 文化 必须 在意
negative,看看 现在 完全 蜗牛 儿子 速度 怎么 反抗 残酷 殴打
negative,风 一样 老是 网络 不好 爬 不 上来
positive,向 群主 致敬
positive,小弟 给 老大 敬礼
positive,毒药 发 计划 计划 一直 跟着 呢 不错
positive,群 管理 拉 进群 谢谢
positive,萨 顶顶 维护
positive,我加 还 比 他 好玩 呢
positive,我们 单位 卖 保险
negative,以后 无聊 就 上来 陪 聊天
negative,不好 晒 椅子
positive,韩文 生日快乐 怎么 说
positive,放炮 欢迎 新人
positive,喜欢 不 知道 用 什么 真心 告诉
negative,去 大爷 日本 货爽 不爽
positive,觉得 那些 歌 最好 听
positive,我草 妹妹 打 还 好听
negative,个 机灵 姑娘 人 又 漂亮 反正 不 吃亏
positive,都 知道 谢啥
positive,喜欢 她 她 却 不 知道 怎嘛 办
positive,那 说话 声音 怎么 这么 好听 呢
positive,哥们 不错 同道中人
positive,景 王妃 赞
negative,一点 都 不好 笑 好
positive,那 就 好好 塞 把
positive,他们 多 聪明 科学家 还是
positive,最好 那 怎么 不 跟 交往
negative,意思 犯 神经病
negative,豆 说 冷血动物
negative,如果 到时候 还 不 同意
positive,喜欢 鹿晗 不 哈哈哈
negative,大叔 被 嫌弃 好 彻底 有木有
positive,稳当 一会 相亲 别 走
positive,萝莉音 轻易 推倒
positive,哦 很 善良
negative,小妞 你好 淫荡
negative,简单 说 无聊
negative,觉得 才 无聊
positive,恩 都 什么 好吃 地方
positive,卖个 萌来 讨好 爷 爷 高兴 有裳 噢
positive,哈哈哈 嗒 接受 道歉
negative,谁 很 好 不好
positive,快点 想 真 需要 这 答案 谢谢
positive,边 看边 聊 名字 好听 吧
positive,深圳 一致 办事处 哪里
positive,哦 妹 认真 点
positive,长期 待遇 见过 得意 向日葵 就 算法 人才 知道 就算
positive,如果 这是 和谐社会 那要 警察 干嘛
negative,您 太 辛苦 苦
negative,小熙 跟 过不去
negative,敢 对 发火
positive,山清水秀 速度 上来
negative,可是 现在 就 答 不好
negative,很 开朗 不行
negative,说 说 人 不 应该 喜欢 一个 人
positive,精神 方面 什么样
negative,说 日 就 说 不 文明
positive,俺 待见 在乎 俺 人
negative,菲菲 笨蛋 傻瓜 脑残 白痴 神经病
positive,能 帮 找 下 四川 凉山 可能 认识
negative,虚荣心 得到 很大 满足
positive,如果 喜欢 一个 人 又 不能 说 怎么办
negative,讨厌 蜡笔 团
positive,但 幽默 多 就 烦人
positive,重点 不是 人
negative,他 就是 嫉妒
negative,做 老婆 行 不好
negative,视频 聊天 来 无聊 的话
negative,老板 谁 对 回答 灰常 不 满意 我要 投诉
negative,说 别长 得 那么 随心所欲 为所欲为 下不为例 还 引人 犯罪
positive,真心 对 人 也 希望 别人 真心 对
positive,小 幸福 把 羊 宰
positive,声音 好受 哦
positive,美女 来 床上 玩
positive,就要 好看 女人
positive,都 要 微笑
positive,葱葱 比 好几倍
positive,这么 一说 还 挺不错
positive,最 好玩 手机游戏 哪些
positive,帮 我查 一下 旁边 什么 好吃
negative,如果 不 高兴 高兴
negative,霸道 爆 菊花
negative,电脑 果然 就是 低智 嘤 撩 不 起来
positive,什么 轻松 吖
positive,那 说 美女 嘛
negative,为什么 男人 可以 如此 不负责任
positive,真实 连 照片 都 给 出来
positive,平安夜 快乐 平安
positive,明天 签到 就 有钱
negative,主人 无情 又 无悔
positive,原来 会 正常 说话
positive,跟 哥装 文明
positive,沉默 喜欢 不
negative,又 要 无聊
positive,喜欢 哪个 影后
negative,答错 问题 啦 牛头不对马嘴
positive,女女 一起 会 被 祝福
positive,那 喜欢 游泳
negative,那 眉毛 真 猥琐
negative,好 无聊 我们 叫 妓女 来 玩 不
positive,如果 喜欢 上 一个 人 他 也 喜欢 却 没有 一起 给出 个 主意
negative,喜欢 就 听 自己 滚 把
negative,说 坏人 妈妈 说 不能 坏人 玩
negative,老子 就 爱 发疯 意见
positive,给 买 糖葫芦 就 原谅
positive,我想加 美女 怎么 加
negative,被 骗子 骗 这 叫 相当
positive,好 想 拥有 一个 能 真心 对 好 朋友
negative,不行 眼睛 疼 那么 玩
negative,所以 这样 很 疯狂
negative,维护 如此 脆弱
positive,温柔 会 跳 吧
positive,巴拉 拉小 魔仙 奇妙 舞步
negative,什么 花天酒地 解释一下
positive,播放 暂停 真正 意义 路
negative,干 啥 恨
positive,多少 人 关注
negative,哥 不 文明
positive,本 就 应该 老老实实
positive,快乐 中午 好
positive,吓死 你们 高兴
positive,为什 麽 喜欢 人 却 如此 对
negative,怕 耽误 怕
positive,你好 温柔 你好 撩
positive,下 实在 佩服
negative,不 唱歌 去
positive,比 大话 好玩
positive,女人 好听 还是 美女 好听
positive,美女 不 诱惑 射 不了
positive,嘟嘟 介绍 好看 电视剧
positive,比 可爱 嘛
positive,临湘 约束 实用
positive,那 他 喜欢 别人 而 不是 呢
positive,哈哈 从小 就 这样 谢谢 关心
negative,祝 大家 马上 失败
negative,心疼 过 执着
negative,无 语 竟然 打劫
negative,快 去死吧 越远 越 好
negative,你好 高 废话
positive,冷月 名片 修改 为 美女 冷月
negative,小 机器 点 不行 没什么 东西 里面 哦
positive,谦虚 什么 虚
negative,呵呵 不好意思 我该 怎么 问候
negative,考试 老考 不好
negative,个 废物 连话都 听不懂 说 还有 什么 用
positive,觉得 哪 好看
negative,完 完 小眼 得 神经病
positive,谈恋爱 怎样 才 不会 对方 感觉 累
negative,尼玛 表情 抠 鼻
negative,就 好像 我们 说 那个 机器人 有病
positive,嗯 嗯 给 来 个 美女
positive,文雅 坏 银
negative,您 可以 使人 黯然 谁 哎
positive,看过 艳照 门 什么 感触
negative,谢谢 但 还是 失败
negative,其实 不满 说
positive,那该 怎么 一起 愉快 玩耍 啦
positive,谢谢 啦 七仔
negative,想 改个 猥琐 霸气 逗比 网名 找 不到 合适
negative,上班 不 聊
positive,求 美女 陪
negative,不好意思 刚刚 关注 有点 激动
negative,想 说 的话 有病
positive,学校 怎么 睡觉 舒服
negative,愤怒 小鸟 最 喜欢 玩
negative,无语 不 跟 扯 去 找 别人 解决问题
negative,为 发现 真的 好烦 做 朋友 肯定 都 被 烦死
negative,真的 无聊 死 小龙 干嘛 去
negative,说 初中生 谈恋爱 行不行
negative,肯定 不行 群主 岁
negative,尽 伤心 处 本地 歌曲
negative,帮 爸妈 忙
positive,讲文明 找 习近平
negative,工本费 不 方便 好看 常常
positive,民治 社康 中心
positive,嗯 嗯 小淘真 聪明
negative,室友 不 认真听讲 玩微信 咋办
positive,已经 用 手机 拍下来
positive,那 以后 要 聪明 点
negative,怎么 写 虚幻 小说
positive,更 健康 就 好
negative,真的 不好意思 咳嗽 厉害 不能 唱歌
negative,你好 恶心 智商 比 高
negative,玩 一点 也 不好玩
negative,我来 气 啦
positive,觉得 这个 群里 谁 对 最好
positive,帅 自然 亲 哪里
negative,最 恨 人 就是 哦
positive,什么 世界 上 最好 听 的话
positive,一口 痰 吐 死
negative,包 生气 成俩 不
negative,萌萌 恶心 名字
positive,谁 要学 淘宝 刷赞 要 加
negative,上 初中 真 不好
positive,包公 断案 铁面无私
positive,机电 喜欢 那个 妹子
negative,笑话 不好 笑 可以 说 冷 嘛
positive,德国 真 严谨
negative,现在 社会 像 这种 傻 逼 已经 灭绝 叫 祖宗
positive,来个 幽默 表情
negative,为什么 老师 那么 讨厌
negative,那 还 说 学识 浅薄
negative,就 尼玛 苛刻
positive,送 个 美女 要 不要
positive,喜欢 什么样 人
negative,操 他妈的 说话
positive,这 他 爱 上 别人 情人
positive,嘿嘿 真的 感觉 他 好好笑
negative,也 要 同病相怜
positive,跟着 思维 走 明白
positive,强人 能力 哪有 理由
positive,想 还 能 干嘛
positive,我会 好好 爱 好好 待 天天 把 抱 怀里 嘿嘿
negative,这个 不好 笑 再 降临
negative,好烦 我家 没有 湖南卫视
positive,很 好 乐观 生活态度
negative,刀儿 很 辛苦
positive,视频 很 好看
positive,好玩 不 逗比
positive,冰娘 咪咪 真 诱人
positive,穷 也 价值
positive,装备 如意 宝甲
positive,哈哈 笑 天下 可笑 事
positive,元宵 姐 快乐
positive,开心果 爽 也 自动 发话
negative,聊天 人 得 多 无聊
negative,行 但 只有 多 个人 表情 委屈
positive,希望 还 能 再见
positive,谁 跟 好好 休息 哟 真是
positive,爱情 不 难受
positive,刘若英 唱歌 好听 嘛
positive,真的 很 喜欢 自己
positive,天福 喜欢
positive,谢谢 也 希望 芒果 台越 办越 好
negative,鸡鸡 你好 无聊 阿
negative,如果 失恋 会 做 啲 咩
negative,那个 群说 唐 不好 啦
positive,去 去 去 哪里 甜蜜
positive,会 学到 什么 谈恋爱 被 人 耍 十二次
negative,好 无聊 谁 陪 聊聊天
positive,其实 女 喜欢 帅哥
positive,羊 最大 可能
negative,回去 吧 太 弱智
negative,我发 语音 不行
negative,听 他 讲话 就 不对劲
negative,歌词 心疼 心疼
positive,喜欢 一个 女孩子 怎么 追 他
negative,算 喇 去 死
negative,就是 很傻 可是 傻 可爱 喜欢
positive,两 不厌 导演 他妈的 崽子 把 事
positive,那 最 喜欢 哪位
positive,跟 她 恋爱
negative,不 对 大流氓
positive,额 也 不赖
positive,什么 搞笑 电影 好笑
negative,英语课 无聊 怎办
positive,正好 男 告诉 女
positive,喜欢 蘑菇 点点
negative,总是 说 不 文明 的话
positive,他会 骑 自行车
positive,女 声音 很 好听
negative,为什么 朋友 之间 这么 脆弱
positive,给 明天 才 感觉
negative,怎么 证明 爱 不 清楚
positive,很 聪明 不木
positive,应该 想想 未来 明白
positive,说个 开心 点 哈
positive,成熟 男人 魅力
positive,俺 要 知足
negative,花心 男人 狼
negative,也 可以 说 不用 上班
positive,那 还 喜欢 谁 歌
positive,放假 那 段时间 才 活跃
positive,以后 舒服 那才 真的 舒服
negative,不好玩 真 无聊
positive,光辉 女郎 拉克斯
positive,看见 可口可乐 可口可乐
negative,快 给 哀家 推荐 几个 好 帖子
negative,偷偷 告诉 把
positive,也 很 喜欢 这个 游戏
negative,机器人 只会 骂人 还会 干什么
negative,知道 很 伤心
positive,那 认识 清洁
positive,帮 下 说 喜欢
positive,帮 告诉 喜欢 她
positive,哪有 感觉 这米 还是 不错
negative,小康 西是 傻 逼 赞成 发
negative,那颗 不行 尼
positive,嘿嘿 万一 爱上你 说 咋办
negative,好 吧 故人 以北 爱 荒凉 算你狠
positive,什么 挺 好听
negative,美国 物价 高 还是 中国 物价 高
positive,这句 话 就 高兴
negative,说 玲珑 笨笨
negative,不 聊 都 不 告诉 男 女
positive,无所不知 所以 懂 要 什么
positive,你们 快乐 小爷 快乐 不 起来
positive,最好 别看 天气
positive,太 他 妈 懂事
positive,成哥 说 好多 淫
negative,一个 人 怎 嚒 可以 呢 虚伪
positive,思念 戒 不 掉 瘾
positive,嗯 多谢您 指导
positive,好好 冲 下 口碑
negative,只 知道 伤心
negative,花儿 会 流泪
positive,还是 喜欢 齐齐
negative,这 一号 不好 使
positive,新年 开心 快乐
positive,还 三妻四妾 低调 去 撞墙 吧
negative,感冒 好 难受 流鼻涕
negative,对 他 下流
positive,青蛙 喜欢 不
negative,机械 也 爸
positive,脑袋 秀 逗 才 会 喜欢
positive,梦想 中 什么
negative,呃 呃 呃 浪费 表情
positive,哎 呦 还 真 幽默 哦
